p.value,m.z,t.score,r.t,pos_inx
0.000501007285910904,195.09809,27.0474833696453,5.7459,TRUE
0.000503407873490714,185.04105,-14.7192439813742,1.578,TRUE
0.000508721135402052,287.07776,-29.069279039711,5.2494,TRUE
0.000510231547736503,779.56197,-10.8640578548921,10.3007,TRUE
0.000517652764513706,450.73892,11.0723851098155,0.7,TRUE
0.000519389402267485,249.10854,26.0916401951541,5.9773,TRUE
0.000520677059402797,407.23732,17.013892505181,4.3058,TRUE
0.000525263831154626,231.16918,24.1387992739537,2.6794,TRUE
0.0005290580318974,568.42843,-11.3659442787684,10.0216,TRUE
0.000530950662777599,249.04202,27.1377759798182,0.8261,TRUE
0.000544298521750929,313.27241,11.8834301113883,9.0798,TRUE
0.000549137259337334,251.12446,15.3044249271204,6.6098,TRUE
0.000557349093155287,709.36418,10.14129481054,8.9979,TRUE
0.000561281636781648,355.28198,22.2564436219272,8.8485,TRUE
0.00056409325783791,496.2592,10.3948101739095,9.7722,TRUE
0.000584563893343191,1059.67712,21.749752913203,9.2168,TRUE
0.000593349566985584,110.00781,12.5243200570516,0.6173,TRUE
0.000593546295477155,199.0567,-39.457863649783,1.2864,TRUE
0.000595315980932232,190.08519,18.1182751035845,5.6781,TRUE
0.00060010089225839,281.24622,-10.3098014518599,8.8479,TRUE
0.000606194469790658,306.20502,22.8358193523333,7.2264,TRUE
0.000606774219116138,865.43758,16.0965097252714,8.7522,TRUE
0.000607235343756035,289.11476,20.1302946885711,0.6643,TRUE
0.00061095842092364,353.26707,27.2387616561847,8.7096,TRUE
0.000612715425160689,261.22011,11.4646141706588,8.7099,TRUE
0.000623642531602461,347.2182,22.2335652829704,8.769,TRUE
0.000623711699324865,177.10123,26.6280581639903,1.279,TRUE
0.00063042722946098,428.17503,15.0908271909182,0.8142,TRUE
0.000637039987788965,528.75402,9.69600218942927,0.6866,TRUE
0.000639133814436606,360.21139,26.5010267133244,4.0278,TRUE
0.000642008262188187,427.30383,14.9133958387776,9.0096,TRUE
0.000645094990495587,241.15352,22.2846356118351,1.3679,TRUE
0.000646360953563363,255.09641,20.8452896598298,2.8474,TRUE
0.000650767563839969,372.30961,15.2759811119823,9.2629,TRUE
0.000653385084305745,499.32541,13.6618407047629,8.9391,TRUE
0.000657694100839635,557.30685,10.5923854926049,9.1138,TRUE
0.000661192309443163,280.81728,13.4793152729578,0.6988,TRUE
0.00066122563626537,341.24193,9.91205347870937,8.0235,TRUE
0.000674180826208691,439.31916,14.3469215156232,9.7351,TRUE
0.000674479634448115,268.9463,11.4547616775979,0.6172,TRUE
0.000685142899184475,359.17989,19.9441388752279,1.627,TRUE
0.000685973942564588,140.03325,10.7445462534,0.9647,TRUE
0.000689241457727145,710.3641,15.3559079816061,8.9978,TRUE
0.000690207703305561,223.16821,9.49573368347279,9.2975,TRUE
0.000698599954686457,261.22005,26.5671079561282,9.0248,TRUE
0.000709564779139193,321.23867,-26.9246883020296,8.8473,TRUE
0.000714927507843791,245.09833,12.2911219144791,2.1809,TRUE
