id,mz,rt,log2FC,t.score,p.value
3605,450.29621,9.2848,-7.839209727252884,11.632722116893182,0.0021139076501083733
1406,415.16482,5.6325,-1.6268163101307138,15.152375288519822,0.002120970711565085
1252,210.10915,5.2444,-8.583629981910695,20.556811636515427,0.00212836804356971
4040,383.32144,9.894,-0.6151307890166198,8.013378182504486,0.0021296693676470025
3157,703.38475,8.8925,0.8492975975667072,-8.825363465089524,0.0021318279188883306
4135,549.453,10.0181,-1.4915501634400457,7.207189893895761,0.002142608693750686
2201,249.14499,7.3443,-1.067715962176976,7.66964804124223,0.0021541421664886557
3046,594.15871,8.7792,-0.7733262977742461,7.1983947471222915,0.002164023798854275
1807,485.24682,6.6144,-2.195239483986079,10.767416197059983,0.0021647297650138923
351,284.09774,1.062,1.1944689536403148,-7.6292345947440365,0.002169971898032641
667,307.17506,3.8181,3.213852547371138,-7.777582235661316,0.0021705303752567805
852,585.6251,4.3302,3.4220083402621375,-7.168230303789125,0.002184683752413515
3225,422.28841,8.9647,-9.733945919570708,19.368193034025776,0.002188333469054475
2841,343.22107,8.5381,-4.01327564288808,9.346119089202796,0.0021989316789425488
765,392.18006,4.118,5.495260311726629,-11.023346531858802,0.0022029957972316797
622,206.02255,3.0292,-2.3009593149254535,20.644427708315135,0.0022139007320779213
1167,180.06447,5.0526,-7.8610890722710565,19.894994088686396,0.0022274636899234316
2574,293.20959,8.0847,-0.9293977127902959,8.375104620772353,0.0022309354183182696
4143,381.81052,10.028,-2.8048560170610637,7.660978768532551,0.0022332736769993555
3100,534.36181,8.8571,3.053096727185347,-11.076908926071587,0.00223346921984469
822,194.08009,4.2715,-1.869036145167203,19.352588928238564,0.0022337250995219985
1011,515.28179,4.7229,5.0314935683767015,-6.9699538654602184,0.0022425484417845773
4483,461.30093,10.8601,-0.6025968528537913,7.017823574993117,0.002245891887237502
4485,303.30329,10.8766,-1.5111866743652413,6.952184631929219,0.002251622533038105
